datetime,air_temp_ext1,apperture_ext1,air_temp_ib_facade,r_humid_ib_facade,air_temp_ib_roof,r_humid_ib_roof
2022-06-13 17:00:00,30.0,5035.0,39.34,12.68,40.35,15.87
2022-06-13 18:00:00,30.0,5035.0,39.96,12.46,39.84,15.69
2022-06-13 20:00:00,29.9,5035.0,41.19,12.02,38.82,15.33
2022-06-13 21:00:00,29.9,5034.0,41.8,11.8,38.31,15.15
2022-06-13 22:00:00,29.866666666666664,5034.0,42.42,11.58,37.8,14.97
2022-06-13 23:00:00,29.85,5035.0,43.04,11.35,37.29,14.79
2022-06-14 00:00:00,29.839999999999996,5035.0,42.97,10.41,36.78,14.61
2022-06-14 01:00:00,29.8,5034.0,42.47,10.71,36.26,14.43
2022-06-14 02:00:00,29.8,5033.0,41.97,11.01,36.2,14.69
2022-06-14 03:00:00,29.8,5034.0,41.46,11.32,35.67,14.93
2022-06-14 04:00:00,29.8,5034.0,40.96,11.62,35.13,15.17
2022-06-14 05:00:00,29.8,5034.0,40.46,11.92,34.59,15.41
2022-06-14 06:00:00,29.8,5034.0,39.95,12.23,34.05,15.65
2022-06-14 07:00:00,29.833333333333332,5035.0,39.45,12.53,33.51,15.89
2022-06-14 08:00:00,29.9,5035.0,38.95,12.83,32.97,16.13
2022-06-14 09:00:00,29.975,5035.0,38.44,13.14,32.43,16.37
2022-06-14 10:00:00,30.0,5035.0,36.29,13.77,31.89,16.61
2022-06-14 11:00:00,30.0,5035.0,36.81,14.0,31.35,16.85
2022-06-14 12:00:00,30.0,5035.0,37.33,14.24,43.47,15.19
2022-06-14 13:00:00,30.0,5035.0,37.85,14.47,42.76,15.02
2022-06-14 14:00:00,30.0,5035.0,38.37,14.71,42.04,14.85
2022-06-14 15:00:00,30.0,5035.0,38.89,14.94,41.32,14.68
2022-06-14 16:00:00,30.0,5035.0,39.41,15.18,40.6,14.51
2022-06-14 17:00:00,30.0,5035.0,39.93,15.41,39.88,14.34
2022-06-14 18:00:00,30.0,5035.0,40.45,15.65,39.16,14.17
2022-06-14 19:00:00,29.96,5034.0,40.98,15.89,38.44,14.0
2022-06-14 20:00:00,29.899999999999995,5035.0,41.89,13.58,37.72,13.83
2022-06-14 21:00:00,29.9,5035.0,41.6,13.29,37.0,13.65
2022-06-14 22:00:00,29.9,5035.0,41.3,12.99,36.65,14.75
2022-06-14 23:00:00,29.833333333333332,5034.0,41.01,12.69,36.11,15.14
2022-06-15 00:00:00,29.9,5034.0,40.71,12.39,35.57,15.54
2022-06-15 01:00:00,29.825,5035.0,40.42,12.1,35.02,15.94
2022-06-15 02:00:00,29.82,5034.0,40.12,11.8,34.48,16.34
2022-06-15 03:00:00,29.8,5033.0,39.83,11.5,33.93,16.74
2022-06-15 04:00:00,29.8,5034.0,39.53,11.2,33.39,17.14
2022-06-15 05:00:00,29.8,5033.0,39.23,10.9,32.84,17.54
2022-06-15 06:00:00,29.8,5034.0,38.84,11.53,32.3,17.94
2022-06-15 07:00:00,29.875,5034.0,38.49,11.99,31.75,18.34
2022-06-15 08:00:00,29.939999999999998,5035.0,38.14,12.45,33.09,18.25
2022-06-15 09:00:00,30.0,5035.0,37.78,12.91,34.11,17.86
2022-06-15 10:00:00,30.0,5035.0,37.43,13.37,35.14,17.47
2022-06-15 11:00:00,30.0,5035.0,37.07,13.84,36.17,17.07
2022-06-15 12:00:00,30.0,5035.0,36.72,14.3,37.2,16.68
2022-06-15 13:00:00,30.0,5035.0,36.36,14.76,38.22,16.28
2022-06-15 14:00:00,30.0,5035.0,36.01,15.22,39.25,15.89
2022-06-15 15:00:00,30.0,5035.0,35.65,15.69,40.28,15.49
2022-06-15 16:00:00,30.0,5034.0,38.3,15.33,41.31,15.1
2022-06-15 17:00:00,30.0,5035.0,38.63,14.96,42.34,14.7
2022-06-15 18:00:00,30.0,5035.0,38.97,14.58,37.48,16.22
2022-06-15 19:00:00,30.0,5034.0,39.3,14.2,36.85,16.49
2022-06-15 20:00:00,30.0,5034.0,39.64,13.82,36.21,16.76
2022-06-15 21:00:00,30.0,5034.0,39.97,13.45,35.57,17.04
2022-06-15 22:00:00,30.0,5034.0,40.31,13.07,34.94,17.31
2022-06-15 23:00:00,30.0,5034.0,40.64,12.69,34.3,17.58
2022-06-16 00:00:00,30.0,5034.0,40.98,12.31,33.66,17.86
2022-06-16 01:00:00,29.95,5034.0,41.32,11.93,33.03,18.13
2022-06-16 02:00:00,29.939999999999998,5034.0,40.6,12.02,32.39,18.4
2022-06-16 03:00:00,29.9,5033.0,40.12,12.47,31.75,18.68
2022-06-16 04:00:00,29.9,5034.0,39.64,12.93,32.65,19.58
